id_road,lxbh,xjdm,xjmc,xsmc,lxmc,LICHENGGONGLI
1510,G301,230623,林甸县,大庆市,绥芬河—满洲里（国道绥满）,20.565
1511,S309,230623,林甸县,大庆市,建兴—新林,1.618
1512,S309,230623,林甸县,大庆市,建兴—新林,1.289
1513,S309,230623,林甸县,大庆市,建兴—新林,17.596
1514,S309,230623,林甸县,大庆市,建兴—新林,0.773
1515,S309,230623,林甸县,大庆市,建兴—新林,3.146
1516,S309,230623,林甸县,大庆市,建兴—新林,9.676
1517,S309,230623,林甸县,大庆市,建兴—新林,1.244
1518,S309,230623,林甸县,大庆市,建兴—新林,14.416
1519,G301,230623,林甸县,大庆市,绥芬河—满洲里（国道绥满）,4.181
1520,S214,230623,林甸县,大庆市,前进—胡吉吐莫,0.23
1521,S214,230623,林甸县,大庆市,前进—胡吉吐莫,3.26
1522,G301,230623,林甸县,大庆市,绥芬河—满洲里（国道绥满）,0.23
1523,G301,230623,林甸县,大庆市,绥芬河—满洲里（国道绥满）,33.153
1524,S214,230623,林甸县,大庆市,前进—胡吉吐莫,5.317
1525,G301,230623,林甸县,大庆市,绥芬河—满洲里（国道绥满）,18.267
1526,S214,230623,林甸县,大庆市,前进—胡吉吐莫,15.542
1527,S214,230623,林甸县,大庆市,前进—胡吉吐莫,9.525
1528,G10,230623,林甸县,大庆市,绥芬河—满洲里（绥满高速）,18.663
1529,G301,230623,林甸县,大庆市,绥芬河—满洲里（国道绥满）,2.375
1530,S214,230623,林甸县,大庆市,前进—胡吉吐莫,12.305
1531,G10,230623,林甸县,大庆市,绥芬河—满洲里（绥满高速）,56.314
1532,G301,230623,林甸县,大庆市,绥芬河—满洲里（国道绥满）,13.482
1533,G232,230624,杜尔伯特蒙古族自治县,大庆市,牙克石—四平,3.678
1534,G232,230624,杜尔伯特蒙古族自治县,大庆市,牙克石—四平,16.214
1535,G232,230624,杜尔伯特蒙古族自治县,大庆市,牙克石—四平,6.39
1536,S311,230624,杜尔伯特蒙古族自治县,大庆市,绥化—扎赉特旗,1.039
1537,S311,230624,杜尔伯特蒙古族自治县,大庆市,绥化—扎赉特旗,11.429
1538,S311,230624,杜尔伯特蒙古族自治县,大庆市,绥化—扎赉特旗,0.983
1539,S311,230624,杜尔伯特蒙古族自治县,大庆市,绥化—扎赉特旗,1.217
1540,S214,230624,杜尔伯特蒙古族自治县,大庆市,前进—胡吉吐莫,7.547
1541,S311,230624,杜尔伯特蒙古族自治县,大庆市,绥化—扎赉特旗,44.513
1542,S311,230624,杜尔伯特蒙古族自治县,大庆市,绥化—扎赉特旗,0.514
1543,S311,230624,杜尔伯特蒙古族自治县,大庆市,绥化—扎赉特旗,12.123
1544,S214,230624,杜尔伯特蒙古族自治县,大庆市,前进—胡吉吐莫,16.507
1545,S214,230624,杜尔伯特蒙古族自治县,大庆市,前进—胡吉吐莫,0.575
1546,S214,230624,杜尔伯特蒙古族自治县,大庆市,前进—胡吉吐莫,4.436
1547,S214,230624,杜尔伯特蒙古族自治县,大庆市,前进—胡吉吐莫,0.897
1548,S214,230624,杜尔伯特蒙古族自治县,大庆市,前进—胡吉吐莫,3.678
1549,S214,230624,杜尔伯特蒙古族自治县,大庆市,前进—胡吉吐莫,16.677
1550,S214,230624,杜尔伯特蒙古族自治县,大庆市,前进—胡吉吐莫,1.541
1551,S214,230624,杜尔伯特蒙古族自治县,大庆市,前进—胡吉吐莫,1.662
1552,G232,230624,杜尔伯特蒙古族自治县,大庆市,牙克石—四平,2.655
1553,G232,230624,杜尔伯特蒙古族自治县,大庆市,牙克石—四平,19.543
1554,G232,230624,杜尔伯特蒙古族自治县,大庆市,牙克石—四平,1.521
1555,G232,230624,杜尔伯特蒙古族自治县,大庆市,牙克石—四平,1.076
1556,G232,230624,杜尔伯特蒙古族自治县,大庆市,牙克石—四平,0.894
1557,G232,230624,杜尔伯特蒙古族自治县,大庆市,牙克石—四平,43.406
1558,S214,230624,杜尔伯特蒙古族自治县,大庆市,前进—胡吉吐莫,14.417
1559,S505,230624,杜尔伯特蒙古族自治县,大庆市,大庆—杜尔伯特,16.8
1560,G232,230624,杜尔伯特蒙古族自治县,大庆市,牙克石—四平,31.24
1561,S214,230624,杜尔伯特蒙古族自治县,大庆市,前进—胡吉吐莫,3.626
1562,S214,230624,杜尔伯特蒙古族自治县,大庆市,前进—胡吉吐莫,9.751
1563,S214,230624,杜尔伯特蒙古族自治县,大庆市,前进—胡吉吐莫,1.828
1564,G232,230624,杜尔伯特蒙古族自治县,大庆市,牙克石—四平,0.514
1565,G232,230624,杜尔伯特蒙古族自治县,大庆市,牙克石—四平,17.52
1566,G232,230624,杜尔伯特蒙古族自治县,大庆市,牙克石—四平,16.502
1567,G232,230624,杜尔伯特蒙古族自治县,大庆市,牙克石—四平,0.815
1568,S311,230624,杜尔伯特蒙古族自治县,大庆市,绥化—扎赉特旗,2.929
1569,G232,230624,杜尔伯特蒙古族自治县,大庆市,牙克石—四平,12.169
1570,S311,230624,杜尔伯特蒙古族自治县,大庆市,绥化—扎赉特旗,11.807
1571,S311,230624,杜尔伯特蒙古族自治县,大庆市,绥化—扎赉特旗,3.849
1572,G332,230717,伊美区,伊春市,萝北—额布都格,4.776
1573,G332,230717,伊美区,伊春市,萝北—额布都格,57.985
1574,G222,230717,伊美区,伊春市,嘉荫—临江,3.189
1575,G222,230717,伊美区,伊春市,嘉荫—临江,3.059
1576,G1111,230717,伊美区,伊春市,鹤岗—哈尔滨（鹤哈高速）,3.107
1577,G1111,230717,伊美区,伊春市,鹤岗—哈尔滨（鹤哈高速）,4.287
1578,G222,230717,伊美区,伊春市,嘉荫—临江,4.776
1579,G222,230717,伊美区,伊春市,嘉荫—临江,57.985
1580,G332,230717,伊美区,伊春市,萝北—额布都格,3.55
1581,G332,230717,伊美区,伊春市,萝北—额布都格,5.953
1582,S207,230718,乌翠区,伊春市,伊春—牡丹江,3.24
1583,S207,230718,乌翠区,伊春市,伊春—牡丹江,4.37
1584,S207,230718,乌翠区,伊春市,伊春—牡丹江,9.639
1585,S207,230718,乌翠区,伊春市,伊春—牡丹江,5.7
1586,S207,230718,乌翠区,伊春市,伊春—牡丹江,5.436
1587,G332,230718,乌翠区,伊春市,萝北—额布都格,18.097
1588,G332,230718,乌翠区,伊春市,萝北—额布都格,3.93
1589,G332,230718,乌翠区,伊春市,萝北—额布都格,6.462
1590,S207,230718,乌翠区,伊春市,伊春—牡丹江,1.27
1591,S207,230718,乌翠区,伊春市,伊春—牡丹江,1.7
1592,S207,230718,乌翠区,伊春市,伊春—牡丹江,7.498
1593,S12,230718,乌翠区,伊春市,伊春—齐齐哈尔,21.724
1594,G332,230718,乌翠区,伊春市,萝北—额布都格,11.498
1595,G332,230718,乌翠区,伊春市,萝北—额布都格,0.182
1596,G332,230718,乌翠区,伊春市,萝北—额布都格,1.161
1597,G332,230718,乌翠区,伊春市,萝北—额布都格,12.703
1598,G1111,230718,乌翠区,伊春市,鹤岗—哈尔滨（鹤哈高速）,5.134
1599,G1111,230718,乌翠区,伊春市,鹤岗—哈尔滨（鹤哈高速）,7.544
1600,G1111,230718,乌翠区,伊春市,鹤岗—哈尔滨（鹤哈高速）,2.996
1601,G1111,230718,乌翠区,伊春市,鹤岗—哈尔滨（鹤哈高速）,4.552
1602,G332,230718,乌翠区,伊春市,萝北—额布都格,1.604
1603,G332,230718,乌翠区,伊春市,萝北—额布都格,7.766
1604,G1111,230718,乌翠区,伊春市,鹤岗—哈尔滨（鹤哈高速）,30.82
1605,S207,230718,乌翠区,伊春市,伊春—牡丹江,10.42
1606,G222,230719,友好区,伊春市,嘉荫—临江,31.287
1607,S512,230722,嘉荫县,伊春市,保兴乡—新青区,8.596
1608,G331,230722,嘉荫县,伊春市,丹东—阿勒泰,44.634
1609,S204,230722,嘉荫县,伊春市,四季屯—鹤岗,4.013
1610,S512,230722,嘉荫县,伊春市,保兴乡—新青区,1.24
1611,G331,230722,嘉荫县,伊春市,丹东—阿勒泰,35.771
1612,G222,230722,嘉荫县,伊春市,嘉荫—临江,3.412
1613,G222,230722,嘉荫县,伊春市,嘉荫—临江,12.771
1614,G331,230722,嘉荫县,伊春市,丹东—阿勒泰,46.032
1615,G222,230722,嘉荫县,伊春市,嘉荫—临江,7.692
1616,G222,230722,嘉荫县,伊春市,嘉荫—临江,49.11
1617,G331,230722,嘉荫县,伊春市,丹东—阿勒泰,56.229
1618,S512,230722,嘉荫县,伊春市,保兴乡—新青区,31.67
1619,S512,230722,嘉荫县,伊春市,保兴乡—新青区,1.384
1620,G331,230722,嘉荫县,伊春市,丹东—阿勒泰,33.56
1621,S512,230722,嘉荫县,伊春市,保兴乡—新青区,25.304
1622,G331,230722,嘉荫县,伊春市,丹东—阿勒泰,16.386
1623,G331,230722,嘉荫县,伊春市,丹东—阿勒泰,12.771
1624,S204,230723,汤旺县,伊春市,四季屯—鹤岗,4.044
1625,S204,230723,汤旺县,伊春市,四季屯—鹤岗,6.096
1626,S204,230723,汤旺县,伊春市,四季屯—鹤岗,3.958
1627,S204,230723,汤旺县,伊春市,四季屯—鹤岗,6.371
1628,S204,230723,汤旺县,伊春市,四季屯—鹤岗,2.96
1629,G222,230723,汤旺县,伊春市,嘉荫—临江,19.882
1630,S204,230723,汤旺县,伊春市,四季屯—鹤岗,6.049
1631,S204,230723,汤旺县,伊春市,四季屯—鹤岗,0.87
1632,S204,230723,汤旺县,伊春市,四季屯—鹤岗,13.006
1633,S204,230723,汤旺县,伊春市,四季屯—鹤岗,9.354
1634,G222,230723,汤旺县,伊春市,嘉荫—临江,4.044
1635,G222,230723,汤旺县,伊春市,嘉荫—临江,5.807
1636,G222,230723,汤旺县,伊春市,嘉荫—临江,1.472
1637,S204,230723,汤旺县,伊春市,四季屯—鹤岗,1.315
1638,G222,230724,丰林县,伊春市,嘉荫—临江,14.011
1639,G222,230724,丰林县,伊春市,嘉荫—临江,36.548
1640,S204,230724,丰林县,伊春市,四季屯—鹤岗,12.396
1641,S204,230724,丰林县,伊春市,四季屯—鹤岗,13.699
1642,S204,230724,丰林县,伊春市,四季屯—鹤岗,5.147
1643,G222,230724,丰林县,伊春市,嘉荫—临江,12.396
1644,G222,230724,丰林县,伊春市,嘉荫—临江,7.143
1645,S512,230724,丰林县,伊春市,保兴乡—新青区,17.027
1646,S204,230724,丰林县,伊春市,四季屯—鹤岗,11.984
1647,S204,230724,丰林县,伊春市,四季屯—鹤岗,18.535
1648,S204,230724,丰林县,伊春市,四季屯—鹤岗,1.651
1649,S204,230724,丰林县,伊春市,四季屯—鹤岗,3.445
1650,S204,230724,丰林县,伊春市,四季屯—鹤岗,4.322
1651,S204,230724,丰林县,伊春市,四季屯—鹤岗,8.256
1652,S512,230724,丰林县,伊春市,保兴乡—新青区,4.187
1653,S512,230724,丰林县,伊春市,保兴乡—新青区,7.481
1654,G222,230725,大箐山县,伊春市,嘉荫—临江,3.887
1655,G222,230725,大箐山县,伊春市,嘉荫—临江,15.36
1656,G222,230725,大箐山县,伊春市,嘉荫—临江,3.1
1657,G222,230726,南岔县,伊春市,嘉荫—临江,17.061
1658,G222,230726,南岔县,伊春市,嘉荫—临江,35.8
1659,S205,230726,南岔县,伊春市,南岔—孟家岗,66.06
1660,S205,230726,南岔县,伊春市,南岔—孟家岗,8.434
1661,G222,230751,金林区,伊春市,嘉荫—临江,15.974
1662,G332,230751,金林区,伊春市,萝北—额布都格,40.717
1663,S207,230781,铁力市,伊春市,伊春—牡丹江,2.402
1664,S207,230781,铁力市,伊春市,伊春—牡丹江,12.948
1665,S207,230781,铁力市,伊春市,伊春—牡丹江,5.784
1666,S207,230781,铁力市,伊春市,伊春—牡丹江,34.534
1667,G222,230781,铁力市,伊春市,嘉荫—临江,36.081
1668,G1015,230781,铁力市,伊春市,铁力—科右中旗,25.16
1669,G222,230781,铁力市,伊春市,嘉荫—临江,2.402
1670,G1015,230781,铁力市,伊春市,铁力—科右中旗,3.209
1671,G1111,230781,铁力市,伊春市,鹤岗—哈尔滨（鹤哈高速）,0.649
1672,G222,230781,铁力市,伊春市,嘉荫—临江,26.889
1673,G1111,230781,铁力市,伊春市,鹤岗—哈尔滨（鹤哈高速）,59.421
1674,G1015,230781,铁力市,伊春市,铁力—科右中旗,25.998
1675,G1015,230781,铁力市,伊春市,铁力—科右中旗,25.999
1676,G222,230781,铁力市,伊春市,嘉荫—临江,18.252
1677,S207,230781,铁力市,伊春市,伊春—牡丹江,58.953
1678,G222,230781,铁力市,伊春市,嘉荫—临江,1.334
1679,G222,230781,铁力市,伊春市,嘉荫—临江,21.269
1680,G221,230801,市辖区,佳木斯市,同江—哈尔滨,1.516
1681,G221,230801,市辖区,佳木斯市,同江—哈尔滨,13.78
1682,G221,230801,市辖区,佳木斯市,同江—哈尔滨,3.703
1683,G221,230801,市辖区,佳木斯市,同江—哈尔滨,2.51
1684,G221,230801,市辖区,佳木斯市,同江—哈尔滨,25.867
1685,S513,230801,市辖区,佳木斯市,佳木斯—桦南,12.382
1686,G102,230801,市辖区,佳木斯市,北京—抚远,2.032
1687,G102,230801,市辖区,佳木斯市,北京—抚远,2.51
1688,G102,230801,市辖区,佳木斯市,北京—抚远,0.762
1689,G102,230801,市辖区,佳木斯市,北京—抚远,3.364
1690,G102,230801,市辖区,佳木斯市,北京—抚远,10.423
1691,G102,230801,市辖区,佳木斯市,北京—抚远,4.409
1692,G102,230801,市辖区,佳木斯市,北京—抚远,14.57
1693,G221,230801,市辖区,佳木斯市,同江—哈尔滨,4.841
1694,G102,230801,市辖区,佳木斯市,北京—抚远,3.002
1695,G11,230801,市辖区,佳木斯市,鹤岗—大连（鹤大高速）,8.975
1696,G11,230801,市辖区,佳木斯市,鹤岗—大连（鹤大高速）,24.971
1697,G201,230801,市辖区,佳木斯市,鹤岗—大连,0.898
1698,G221,230801,市辖区,佳木斯市,同江—哈尔滨,7.102
1699,G221,230801,市辖区,佳木斯市,同江—哈尔滨,9.907
1700,G221,230801,市辖区,佳木斯市,同江—哈尔滨,3.002
1701,G221,230801,市辖区,佳木斯市,同江—哈尔滨,2.032
1702,G201,230801,市辖区,佳木斯市,鹤岗—大连,3.495
1703,G201,230801,市辖区,佳木斯市,鹤岗—大连,4.409
1704,G102,230801,市辖区,佳木斯市,北京—抚远,1.351
1705,G201,230811,郊区,佳木斯市,鹤岗—大连,28.796
1706,Z951230811,230811,郊区,佳木斯市,鹤大高速佳木斯连接线,4.683
1707,S513,230811,郊区,佳木斯市,佳木斯—桦南,2.269
1708,G221,230811,郊区,佳木斯市,同江—哈尔滨,2.383
1709,G201,230811,郊区,佳木斯市,鹤岗—大连,0.763
1710,Z952230811,230811,郊区,佳木斯市,鹤大高速佳木斯郊区连接线,7.805
1711,G11,230811,郊区,佳木斯市,鹤岗—大连（鹤大高速）,19.301
1712,G102,230811,郊区,佳木斯市,北京—抚远,0.763
1713,G102,230811,郊区,佳木斯市,北京—抚远,2.248
1714,G102,230811,郊区,佳木斯市,北京—抚远,0.303
1715,G1011,230811,郊区,佳木斯市,哈尔滨—同江（哈同高速）,22.227
1716,G1011,230811,郊区,佳木斯市,哈尔滨—同江（哈同高速）,1.095
1717,G1011,230811,郊区,佳木斯市,哈尔滨—同江（哈同高速）,24.835
1718,G201,230811,郊区,佳木斯市,鹤岗—大连,0.303
1719,G201,230811,郊区,佳木斯市,鹤岗—大连,2.248
1720,G201,230811,郊区,佳木斯市,鹤岗—大连,3.049
1721,G201,230811,郊区,佳木斯市,鹤岗—大连,10.286
1722,G201,230811,郊区,佳木斯市,鹤岗—大连,2.346
1723,G201,230811,郊区,佳木斯市,鹤岗—大连,3.408
1724,G11,230811,郊区,佳木斯市,鹤岗—大连（鹤大高速）,40.09
1725,G201,230822,桦南县,佳木斯市,鹤岗—大连,4.83
1726,G201,230822,桦南县,佳木斯市,鹤岗—大连,2.731
1727,G201,230822,桦南县,佳木斯市,鹤岗—大连,1.029
1728,S513,230822,桦南县,佳木斯市,佳木斯—桦南,3.36
1729,S513,230822,桦南县,佳木斯市,佳木斯—桦南,1.093
1730,S513,230822,桦南县,佳木斯市,佳木斯—桦南,15.566
1731,S205,230822,桦南县,佳木斯市,南岔—孟家岗,17.216
1732,S205,230822,桦南县,佳木斯市,南岔—孟家岗,7.728
1733,S513,230822,桦南县,佳木斯市,佳木斯—桦南,9.978
1734,S513,230822,桦南县,佳木斯市,佳木斯—桦南,6.564
1735,S513,230822,桦南县,佳木斯市,佳木斯—桦南,2.015
1736,G201,230822,桦南县,佳木斯市,鹤岗—大连,3.163
1737,S203,230822,桦南县,佳木斯市,同江—汪清,2.559
1738,S203,230822,桦南县,佳木斯市,同江—汪清,15.062
1739,S203,230822,桦南县,佳木斯市,同江—汪清,46.284
1740,G201,230822,桦南县,佳木斯市,鹤岗—大连,0.932
1741,G201,230822,桦南县,佳木斯市,鹤岗—大连,37.505
1742,S203,230822,桦南县,佳木斯市,同江—汪清,1.768
1743,G201,230822,桦南县,佳木斯市,鹤岗—大连,2.907
1744,S514,230822,桦南县,佳木斯市,桦南—依兰,17.619
1745,S205,230822,桦南县,佳木斯市,南岔—孟家岗,8.802
1746,S514,230822,桦南县,佳木斯市,桦南—依兰,20.259
1747,S514,230822,桦南县,佳木斯市,桦南—依兰,5.601
1748,S205,230822,桦南县,佳木斯市,南岔—孟家岗,8.128
1749,S203,230822,桦南县,佳木斯市,同江—汪清,2.19
1750,S203,230822,桦南县,佳木斯市,同江—汪清,4.984
1751,S205,230822,桦南县,佳木斯市,南岔—孟家岗,2.941
1752,S203,230822,桦南县,佳木斯市,同江—汪清,28.256
1753,G201,230822,桦南县,佳木斯市,鹤岗—大连,21.313
1754,S203,230822,桦南县,佳木斯市,同江—汪清,2.163
1755,S203,230822,桦南县,佳木斯市,同江—汪清,8.215
1756,S203,230822,桦南县,佳木斯市,同江—汪清,1.755
1757,G11,230822,桦南县,佳木斯市,鹤岗—大连（鹤大高速）,31.702
1758,G201,230822,桦南县,佳木斯市,鹤岗—大连,11.748
1759,G221,230826,桦川县,佳木斯市,同江—哈尔滨,16.902
1760,G221,230826,桦川县,佳木斯市,同江—哈尔滨,8.821
1761,G102,230826,桦川县,佳木斯市,北京—抚远,21.268
1762,G102,230826,桦川县,佳木斯市,北京—抚远,2.0
1763,G102,230826,桦川县,佳木斯市,北京—抚远,5.435
1764,G1011,230826,桦川县,佳木斯市,哈尔滨—同江（哈同高速）,15.555
1765,G102,230826,桦川县,佳木斯市,北京—抚远,8.821
1766,G102,230826,桦川县,佳木斯市,北京—抚远,31.777
1767,G102,230826,桦川县,佳木斯市,北京—抚远,5.465
1768,S513,230826,桦川县,佳木斯市,佳木斯—桦南,4.563
1769,S513,230826,桦川县,佳木斯市,佳木斯—桦南,14.225
1770,S202,230826,桦川县,佳木斯市,名山—兴凯湖,4.536
1771,S202,230826,桦川县,佳木斯市,名山—兴凯湖,10.797
1772,S202,230826,桦川县,佳木斯市,名山—兴凯湖,3.485
1773,G102,230826,桦川县,佳木斯市,北京—抚远,1.041
1774,G221,230826,桦川县,佳木斯市,同江—哈尔滨,2.0
1775,G221,230826,桦川县,佳木斯市,同江—哈尔滨,5.435
1776,S202,230826,桦川县,佳木斯市,名山—兴凯湖,4.438
1777,S308,230828,汤原县,佳木斯市,小佳河—亮子河,1.728
1778,S308,230828,汤原县,佳木斯市,小佳河—亮子河,3.426
1779,S308,230828,汤原县,佳木斯市,小佳河—亮子河,10.589
1780,S308,230828,汤原县,佳木斯市,小佳河—亮子河,0.213
1781,G102,230828,汤原县,佳木斯市,北京—抚远,1.889
1782,G102,230828,汤原县,佳木斯市,北京—抚远,1.95
1783,G102,230828,汤原县,佳木斯市,北京—抚远,1.325
1784,G102,230828,汤原县,佳木斯市,北京—抚远,7.883
1785,G102,230828,汤原县,佳木斯市,北京—抚远,1.186
1786,S308,230828,汤原县,佳木斯市,小佳河—亮子河,44.724
1787,S308,230828,汤原县,佳木斯市,小佳河—亮子河,0.872
1788,S308,230828,汤原县,佳木斯市,小佳河—亮子河,3.083
1789,S308,230828,汤原县,佳木斯市,小佳河—亮子河,2.065
1790,S308,230828,汤原县,佳木斯市,小佳河—亮子河,6.91
1791,S205,230828,汤原县,佳木斯市,南岔—孟家岗,6.76
1792,S205,230828,汤原县,佳木斯市,南岔—孟家岗,6.608
1793,S308,230828,汤原县,佳木斯市,小佳河—亮子河,1.8
1794,S308,230828,汤原县,佳木斯市,小佳河—亮子河,2.76
1795,S308,230828,汤原县,佳木斯市,小佳河—亮子河,46.896
1796,S308,230828,汤原县,佳木斯市,小佳河—亮子河,3.298
1797,S205,230828,汤原县,佳木斯市,南岔—孟家岗,12.662
1798,S205,230828,汤原县,佳木斯市,南岔—孟家岗,0.467
1799,G201,230828,汤原县,佳木斯市,鹤岗—大连,10.009
1800,G201,230828,汤原县,佳木斯市,鹤岗—大连,0.213
1801,G11,230828,汤原县,佳木斯市,鹤岗—大连（鹤大高速）,10.412
1802,G102,230828,汤原县,佳木斯市,北京—抚远,3.298
1803,G102,230828,汤原县,佳木斯市,北京—抚远,1.8
1804,G102,230828,汤原县,佳木斯市,北京—抚远,2.76
1805,S308,230828,汤原县,佳木斯市,小佳河—亮子河,10.389
1806,S308,230828,汤原县,佳木斯市,小佳河—亮子河,1.603
1807,S205,230828,汤原县,佳木斯市,南岔—孟家岗,0.729
1808,S205,230828,汤原县,佳木斯市,南岔—孟家岗,0.255
1809,S308,230828,汤原县,佳木斯市,小佳河—亮子河,2.269
1810,G102,230828,汤原县,佳木斯市,北京—抚远,0.467
1811,G102,230828,汤原县,佳木斯市,北京—抚远,1.054
1812,G102,230828,汤原县,佳木斯市,北京—抚远,19.62
1813,G201,230828,汤原县,佳木斯市,鹤岗—大连,5.105
1814,G201,230828,汤原县,佳木斯市,鹤岗—大连,2.494
1815,G102,230828,汤原县,佳木斯市,北京—抚远,6.91
1816,G102,230828,汤原县,佳木斯市,北京—抚远,2.065
1817,G102,230828,汤原县,佳木斯市,北京—抚远,10.533
1818,G102,230881,同江市,佳木斯市,北京—抚远,0.97
1819,G1011,230881,同江市,佳木斯市,哈尔滨—同江（哈同高速）,3.425
1820,G1012,230881,同江市,佳木斯市,建三江—黑瞎子岛,46.731
1821,G221,230881,同江市,佳木斯市,同江—哈尔滨,5.07
1822,G221,230881,同江市,佳木斯市,同江—哈尔滨,7.293
1823,G221,230881,同江市,佳木斯市,同江—哈尔滨,3.059
1824,G221,230881,同江市,佳木斯市,同江—哈尔滨,1.109
1825,G221,230881,同江市,佳木斯市,同江—哈尔滨,16.436
1826,G221,230881,同江市,佳木斯市,同江—哈尔滨,19.75
1827,G221,230881,同江市,佳木斯市,同江—哈尔滨,2.8
1828,G102,230881,同江市,佳木斯市,北京—抚远,1.814
1829,S307,230881,同江市,佳木斯市,东安镇—同江,2.99
1830,S307,230881,同江市,佳木斯市,东安镇—同江,0.97
1831,S306,230881,同江市,佳木斯市,四合—勤得利农场,1.468
1832,S306,230881,同江市,佳木斯市,四合—勤得利农场,14.964
1833,S307,230881,同江市,佳木斯市,东安镇—同江,23.625
1834,G102,230881,同江市,佳木斯市,北京—抚远,2.99
1835,G102,230881,同江市,佳木斯市,北京—抚远,36.011
1836,G102,230881,同江市,佳木斯市,北京—抚远,7.378
1837,G1011,230881,同江市,佳木斯市,哈尔滨—同江（哈同高速）,9.393
1838,G1011,230881,同江市,佳木斯市,哈尔滨—同江（哈同高速）,1.109
1839,S306,230881,同江市,佳木斯市,四合—勤得利农场,15.445
1840,S306,230881,同江市,佳木斯市,四合—勤得利农场,25.694
1841,S203,230881,同江市,佳木斯市,同江—汪清,2.577
1842,S306,230881,同江市,佳木斯市,四合—勤得利农场,3.609
1843,G221,230881,同江市,佳木斯市,同江—哈尔滨,10.149
1844,G331,230881,同江市,佳木斯市,丹东—阿勒泰,15.371
1845,G331,230881,同江市,佳木斯市,丹东—阿勒泰,1.884
1846,G331,230881,同江市,佳木斯市,丹东—阿勒泰,3.059
1847,G331,230881,同江市,佳木斯市,丹东—阿勒泰,42.398
1848,G331,230881,同江市,佳木斯市,丹东—阿勒泰,37.668
1849,G331,230881,同江市,佳木斯市,丹东—阿勒泰,13.423
1850,G331,230881,同江市,佳木斯市,丹东—阿勒泰,39.55
1851,G1011,230881,同江市,佳木斯市,哈尔滨—同江（哈同高速）,9.62
1852,G1011,230881,同江市,佳木斯市,哈尔滨—同江（哈同高速）,5.07
1853,S307,230881,同江市,佳木斯市,东安镇—同江,18.821
1854,S307,230881,同江市,佳木斯市,东安镇—同江,14.068
1855,S307,230881,同江市,佳木斯市,东安镇—同江,1.826
1856,S307,230881,同江市,佳木斯市,东安镇—同江,1.468
1857,G331,230881,同江市,佳木斯市,丹东—阿勒泰,6.391
1858,S203,230881,同江市,佳木斯市,同江—汪清,2.218
1859,S203,230881,同江市,佳木斯市,同江—汪清,7.957
1860,S203,230881,同江市,佳木斯市,同江—汪清,1.34
1861,S203,230881,同江市,佳木斯市,同江—汪清,5.369
1862,S203,230881,同江市,佳木斯市,同江—汪清,4.919
1863,S203,230881,同江市,佳木斯市,同江—汪清,3.57
1864,S203,230881,同江市,佳木斯市,同江—汪清,1.04
1865,S307,230881,同江市,佳木斯市,东安镇—同江,6.121
1866,S307,230881,同江市,佳木斯市,东安镇—同江,10.761
1867,S307,230881,同江市,佳木斯市,东安镇—同江,19.937
1868,S307,230881,同江市,佳木斯市,东安镇—同江,14.964
1869,S307,230881,同江市,佳木斯市,东安镇—同江,4.169
1870,S307,230881,同江市,佳木斯市,东安镇—同江,0.773
1871,S307,230881,同江市,佳木斯市,东安镇—同江,16.436
1872,G221,230882,富锦市,佳木斯市,同江—哈尔滨,4.679
1873,G221,230882,富锦市,佳木斯市,同江—哈尔滨,10.559
1874,G221,230882,富锦市,佳木斯市,同江—哈尔滨,8.511
1875,G102,230882,富锦市,佳木斯市,北京—抚远,1.565
1876,G102,230882,富锦市,佳木斯市,北京—抚远,8.511
1877,G102,230882,富锦市,佳木斯市,北京—抚远,8.714
1878,G102,230882,富锦市,佳木斯市,北京—抚远,10.559
1879,G102,230882,富锦市,佳木斯市,北京—抚远,4.679
1880,G102,230882,富锦市,佳木斯市,北京—抚远,4.314
1881,S203,230882,富锦市,佳木斯市,同江—汪清,1.797
1882,S203,230882,富锦市,佳木斯市,同江—汪清,10.441
1883,S203,230882,富锦市,佳木斯市,同江—汪清,20.01
1884,G102,230882,富锦市,佳木斯市,北京—抚远,2.768
1885,G102,230882,富锦市,佳木斯市,北京—抚远,4.046
1886,G102,230882,富锦市,佳木斯市,北京—抚远,0.329
1887,G102,230882,富锦市,佳木斯市,北京—抚远,1.856
1888,G221,230882,富锦市,佳木斯市,同江—哈尔滨,2.637
1889,G102,230882,富锦市,佳木斯市,北京—抚远,2.98
1890,G102,230882,富锦市,佳木斯市,北京—抚远,39.247
1891,G1012,230882,富锦市,佳木斯市,建三江—黑瞎子岛,55.634
1892,G221,230882,富锦市,佳木斯市,同江—哈尔滨,4.046
1893,G221,230882,富锦市,佳木斯市,同江—哈尔滨,4.314
1894,G221,230882,富锦市,佳木斯市,同江—哈尔滨,4.273
1895,G221,230882,富锦市,佳木斯市,同江—哈尔滨,5.716
1896,G221,230882,富锦市,佳木斯市,同江—哈尔滨,5.807
1897,S308,230882,富锦市,佳木斯市,小佳河—亮子河,0.808
1898,S308,230882,富锦市,佳木斯市,小佳河—亮子河,3.0
1899,S308,230882,富锦市,佳木斯市,小佳河—亮子河,1.447
1900,G221,230882,富锦市,佳木斯市,同江—哈尔滨,5.298
1901,G221,230882,富锦市,佳木斯市,同江—哈尔滨,3.779
1902,G102,230882,富锦市,佳木斯市,北京—抚远,4.389
1903,G102,230882,富锦市,佳木斯市,北京—抚远,12.03
