id_road,lxbh,xjdm,xjmc,xsmc,lxmc,LICHENGGONGLI
764,G502,230223,依安县,齐齐哈尔市,克东—齐齐哈尔,5.727
765,G502,230223,依安县,齐齐哈尔市,克东—齐齐哈尔,2.039
766,G502,230223,依安县,齐齐哈尔市,克东—齐齐哈尔,2.434
767,S12,230223,依安县,齐齐哈尔市,伊春—齐齐哈尔,27.382
768,S12,230223,依安县,齐齐哈尔市,伊春—齐齐哈尔,20.9
769,G502,230223,依安县,齐齐哈尔市,克东—齐齐哈尔,18.192
770,G502,230223,依安县,齐齐哈尔市,克东—齐齐哈尔,17.886
771,S212,230223,依安县,齐齐哈尔市,依安—四方台,13.935
772,S212,230223,依安县,齐齐哈尔市,依安—四方台,23.443
773,S214,230223,依安县,齐齐哈尔市,前进—胡吉吐莫,2.485
774,S214,230223,依安县,齐齐哈尔市,前进—胡吉吐莫,22.658
775,S305,230223,依安县,齐齐哈尔市,北安—富裕,1.493
776,S305,230223,依安县,齐齐哈尔市,北安—富裕,27.377
777,S214,230223,依安县,齐齐哈尔市,前进—胡吉吐莫,20.151
778,S214,230223,依安县,齐齐哈尔市,前进—胡吉吐莫,1.984
779,S305,230223,依安县,齐齐哈尔市,北安—富裕,1.529
780,S305,230223,依安县,齐齐哈尔市,北安—富裕,1.769
781,S305,230223,依安县,齐齐哈尔市,北安—富裕,1.765
782,S305,230223,依安县,齐齐哈尔市,北安—富裕,18.212
783,G333,230223,依安县,齐齐哈尔市,三合—莫力达瓦旗,1.823
784,G333,230223,依安县,齐齐哈尔市,三合—莫力达瓦旗,17.116
785,S212,230223,依安县,齐齐哈尔市,依安—四方台,1.984
786,G333,230223,依安县,齐齐哈尔市,三合—莫力达瓦旗,2.434
787,S212,230223,依安县,齐齐哈尔市,依安—四方台,20.452
788,G231,230224,泰来县,齐齐哈尔市,嫩江—双辽,5.63
789,S216,230224,泰来县,齐齐哈尔市,泰来—大安,26.298
790,G231,230224,泰来县,齐齐哈尔市,嫩江—双辽,5.452
791,G231,230224,泰来县,齐齐哈尔市,嫩江—双辽,2.403
792,G231,230224,泰来县,齐齐哈尔市,嫩江—双辽,10.745
793,G231,230224,泰来县,齐齐哈尔市,嫩江—双辽,1.556
794,G231,230224,泰来县,齐齐哈尔市,嫩江—双辽,10.601
795,G4512,230224,泰来县,齐齐哈尔市,双辽—嫩江,30.081
796,G231,230224,泰来县,齐齐哈尔市,嫩江—双辽,1.839
797,G231,230224,泰来县,齐齐哈尔市,嫩江—双辽,6.424
798,G231,230224,泰来县,齐齐哈尔市,嫩江—双辽,8.326
799,G231,230224,泰来县,齐齐哈尔市,嫩江—双辽,11.981
800,G231,230224,泰来县,齐齐哈尔市,嫩江—双辽,1.667
801,S311,230224,泰来县,齐齐哈尔市,绥化—扎赉特旗,3.712
802,S313,230224,泰来县,齐齐哈尔市,泰来—扎赉特旗,34.9
803,S311,230224,泰来县,齐齐哈尔市,绥化—扎赉特旗,5.452
804,S311,230224,泰来县,齐齐哈尔市,绥化—扎赉特旗,0.626
805,S311,230224,泰来县,齐齐哈尔市,绥化—扎赉特旗,0.611
806,S311,230224,泰来县,齐齐哈尔市,绥化—扎赉特旗,4.269
807,S311,230224,泰来县,齐齐哈尔市,绥化—扎赉特旗,5.63
808,S311,230224,泰来县,齐齐哈尔市,绥化—扎赉特旗,24.79
809,G4512,230224,泰来县,齐齐哈尔市,双辽—嫩江,69.042
810,G4512,230224,泰来县,齐齐哈尔市,双辽—嫩江,5.79
811,G231,230224,泰来县,齐齐哈尔市,嫩江—双辽,17.204
812,G231,230224,泰来县,齐齐哈尔市,嫩江—双辽,1.935
813,G231,230224,泰来县,齐齐哈尔市,嫩江—双辽,0.626
814,G231,230224,泰来县,齐齐哈尔市,嫩江—双辽,4.269
815,G231,230224,泰来县,齐齐哈尔市,嫩江—双辽,0.611
816,G231,230224,泰来县,齐齐哈尔市,嫩江—双辽,16.195
817,G231,230224,泰来县,齐齐哈尔市,嫩江—双辽,1.937
818,S217,230225,甘南县,齐齐哈尔市,查哈阳—扎赉特旗,9.748
819,S217,230225,甘南县,齐齐哈尔市,查哈阳—扎赉特旗,21.995
820,G10,230225,甘南县,齐齐哈尔市,绥芬河—满洲里（绥满高速）,40.504
821,S309,230225,甘南县,齐齐哈尔市,建兴—新林,1.752
822,S309,230225,甘南县,齐齐哈尔市,建兴—新林,37.225
823,S217,230225,甘南县,齐齐哈尔市,查哈阳—扎赉特旗,3.591
824,G301,230225,甘南县,齐齐哈尔市,绥芬河—满洲里（国道绥满）,5.482
825,G301,230225,甘南县,齐齐哈尔市,绥芬河—满洲里（国道绥满）,2.672
826,G301,230225,甘南县,齐齐哈尔市,绥芬河—满洲里（国道绥满）,22.562
827,G301,230225,甘南县,齐齐哈尔市,绥芬河—满洲里（国道绥满）,7.909
828,S217,230225,甘南县,齐齐哈尔市,查哈阳—扎赉特旗,1.61
829,S217,230225,甘南县,齐齐哈尔市,查哈阳—扎赉特旗,10.351
830,S309,230225,甘南县,齐齐哈尔市,建兴—新林,9.263
831,S309,230225,甘南县,齐齐哈尔市,建兴—新林,4.163
832,S309,230225,甘南县,齐齐哈尔市,建兴—新林,0.606
833,S309,230225,甘南县,齐齐哈尔市,建兴—新林,18.497
834,S309,230225,甘南县,齐齐哈尔市,建兴—新林,2.337
835,S309,230225,甘南县,齐齐哈尔市,建兴—新林,25.088
836,S309,230225,甘南县,齐齐哈尔市,建兴—新林,2.433
837,S309,230225,甘南县,齐齐哈尔市,建兴—新林,12.346
838,S309,230225,甘南县,齐齐哈尔市,建兴—新林,2.672
839,S309,230225,甘南县,齐齐哈尔市,建兴—新林,0.524
840,S509,230225,甘南县,齐齐哈尔市,甘南—龙江,4.724
841,S217,230225,甘南县,齐齐哈尔市,查哈阳—扎赉特旗,16.863
842,S217,230225,甘南县,齐齐哈尔市,查哈阳—扎赉特旗,4.163
843,S217,230225,甘南县,齐齐哈尔市,查哈阳—扎赉特旗,8.771
844,S309,230225,甘南县,齐齐哈尔市,建兴—新林,18.046
845,S309,230225,甘南县,齐齐哈尔市,建兴—新林,0.94
846,S12,230227,富裕县,齐齐哈尔市,伊春—齐齐哈尔,23.985
847,S305,230227,富裕县,齐齐哈尔市,北安—富裕,35.192
848,G231,230227,富裕县,齐齐哈尔市,嫩江—双辽,20.119
849,G231,230227,富裕县,齐齐哈尔市,嫩江—双辽,24.536
850,G4512,230227,富裕县,齐齐哈尔市,双辽—嫩江,58.048
851,G231,230227,富裕县,齐齐哈尔市,嫩江—双辽,23.949
852,S12,230227,富裕县,齐齐哈尔市,伊春—齐齐哈尔,1.049
853,S309,230227,富裕县,齐齐哈尔市,建兴—新林,0.225
854,S309,230227,富裕县,齐齐哈尔市,建兴—新林,17.04
855,S309,230227,富裕县,齐齐哈尔市,建兴—新林,0.837
856,S309,230227,富裕县,齐齐哈尔市,建兴—新林,2.483
857,S12,230227,富裕县,齐齐哈尔市,伊春—齐齐哈尔,9.065
858,G502,230227,富裕县,齐齐哈尔市,克东—齐齐哈尔,12.154
859,G4512,230227,富裕县,齐齐哈尔市,双辽—嫩江,18.963
860,G502,230227,富裕县,齐齐哈尔市,克东—齐齐哈尔,11.883
861,G502,230227,富裕县,齐齐哈尔市,克东—齐齐哈尔,32.793
862,G231,230227,富裕县,齐齐哈尔市,嫩江—双辽,2.483
863,G231,230227,富裕县,齐齐哈尔市,嫩江—双辽,2.656
864,S309,230227,富裕县,齐齐哈尔市,建兴—新林,49.75
865,S309,230227,富裕县,齐齐哈尔市,建兴—新林,0.316
866,S309,230227,富裕县,齐齐哈尔市,建兴—新林,22.84
867,S309,230227,富裕县,齐齐哈尔市,建兴—新林,1.898
868,S309,230227,富裕县,齐齐哈尔市,建兴—新林,6.336
869,G502,230229,克山县,齐齐哈尔市,克东—齐齐哈尔,1.562
870,S211,230229,克山县,齐齐哈尔市,黑河—双城,2.822
871,S211,230229,克山县,齐齐哈尔市,黑河—双城,6.272
872,S211,230229,克山县,齐齐哈尔市,黑河—双城,10.546
873,G502,230229,克山县,齐齐哈尔市,克东—齐齐哈尔,1.408
874,S12,230229,克山县,齐齐哈尔市,伊春—齐齐哈尔,19.984
875,S211,230229,克山县,齐齐哈尔市,黑河—双城,16.335
876,S211,230229,克山县,齐齐哈尔市,黑河—双城,4.24
877,S12,230229,克山县,齐齐哈尔市,伊春—齐齐哈尔,19.58
878,G502,230229,克山县,齐齐哈尔市,克东—齐齐哈尔,10.464
879,S211,230229,克山县,齐齐哈尔市,黑河—双城,17.797
880,S211,230229,克山县,齐齐哈尔市,黑河—双城,13.024
881,S211,230229,克山县,齐齐哈尔市,黑河—双城,14.389
882,S211,230229,克山县,齐齐哈尔市,黑河—双城,1.319
883,S304,230229,克山县,齐齐哈尔市,绥棱—拉哈,19.187
884,S304,230229,克山县,齐齐哈尔市,绥棱—拉哈,33.111
885,S305,230229,克山县,齐齐哈尔市,北安—富裕,3.141
886,S304,230229,克山县,齐齐哈尔市,绥棱—拉哈,1.319
887,S304,230229,克山县,齐齐哈尔市,绥棱—拉哈,7.234
888,S305,230229,克山县,齐齐哈尔市,北安—富裕,13.642
889,S211,230229,克山县,齐齐哈尔市,黑河—双城,8.963
890,S305,230229,克山县,齐齐哈尔市,北安—富裕,10.096
891,G502,230229,克山县,齐齐哈尔市,克东—齐齐哈尔,5.318
892,S303,230229,克山县,齐齐哈尔市,长水河农场—讷河,22.642
893,S211,230229,克山县,齐齐哈尔市,黑河—双城,1.895
894,G502,230229,克山县,齐齐哈尔市,克东—齐齐哈尔,3.161
895,S305,230229,克山县,齐齐哈尔市,北安—富裕,1.15
896,S305,230229,克山县,齐齐哈尔市,北安—富裕,0.944
897,S305,230229,克山县,齐齐哈尔市,北安—富裕,15.14
898,G502,230229,克山县,齐齐哈尔市,克东—齐齐哈尔,4.399
899,G502,230229,克山县,齐齐哈尔市,克东—齐齐哈尔,2.048
900,G502,230229,克山县,齐齐哈尔市,克东—齐齐哈尔,0.109
901,S305,230229,克山县,齐齐哈尔市,北安—富裕,1.474
902,S304,230229,克山县,齐齐哈尔市,绥棱—拉哈,15.967
903,G1211,230230,克东县,齐齐哈尔市,吉林—黑河（吉黑高速）,8.805
904,G202,230230,克东县,齐齐哈尔市,黑河—大连,3.077
905,G202,230230,克东县,齐齐哈尔市,黑河—大连,0.388
906,G202,230230,克东县,齐齐哈尔市,黑河—大连,34.375
907,G502,230230,克东县,齐齐哈尔市,克东—齐齐哈尔,1.383
908,G502,230230,克东县,齐齐哈尔市,克东—齐齐哈尔,0.363
909,G202,230230,克东县,齐齐哈尔市,黑河—大连,12.608
910,S304,230230,克东县,齐齐哈尔市,绥棱—拉哈,2.147
911,S304,230230,克东县,齐齐哈尔市,绥棱—拉哈,3.077
912,S304,230230,克东县,齐齐哈尔市,绥棱—拉哈,0.388
913,S304,230230,克东县,齐齐哈尔市,绥棱—拉哈,0.577
914,S304,230230,克东县,齐齐哈尔市,绥棱—拉哈,1.828
915,S304,230230,克东县,齐齐哈尔市,绥棱—拉哈,1.088
916,S304,230230,克东县,齐齐哈尔市,绥棱—拉哈,15.206
917,S305,230230,克东县,齐齐哈尔市,北安—富裕,3.326
918,S305,230230,克东县,齐齐哈尔市,北安—富裕,9.886
919,G202,230230,克东县,齐齐哈尔市,黑河—大连,5.873
920,S304,230230,克东县,齐齐哈尔市,绥棱—拉哈,12.608
921,G1211,230230,克东县,齐齐哈尔市,吉林—黑河（吉黑高速）,34.895
922,S304,230230,克东县,齐齐哈尔市,绥棱—拉哈,3.824
923,S304,230230,克东县,齐齐哈尔市,绥棱—拉哈,2.803
924,S304,230230,克东县,齐齐哈尔市,绥棱—拉哈,7.242
925,G1211,230230,克东县,齐齐哈尔市,吉林—黑河（吉黑高速）,13.068
926,S12,230230,克东县,齐齐哈尔市,伊春—齐齐哈尔,27.089
927,S304,230230,克东县,齐齐哈尔市,绥棱—拉哈,1.269
928,S304,230230,克东县,齐齐哈尔市,绥棱—拉哈,0.957
929,S304,230230,克东县,齐齐哈尔市,绥棱—拉哈,0.507
930,G502,230230,克东县,齐齐哈尔市,克东—齐齐哈尔,10.793
931,G333,230231,拜泉县,齐齐哈尔市,三合—莫力达瓦旗,5.871
932,S211,230231,拜泉县,齐齐哈尔市,黑河—双城,32.857
933,G333,230231,拜泉县,齐齐哈尔市,三合—莫力达瓦旗,39.943
934,G202,230231,拜泉县,齐齐哈尔市,黑河—大连,19.291
935,G333,230231,拜泉县,齐齐哈尔市,三合—莫力达瓦旗,6.202
936,G333,230231,拜泉县,齐齐哈尔市,三合—莫力达瓦旗,3.43
937,G333,230231,拜泉县,齐齐哈尔市,三合—莫力达瓦旗,28.35
938,G1211,230231,拜泉县,齐齐哈尔市,吉林—黑河（吉黑高速）,12.121
939,G1211,230231,拜泉县,齐齐哈尔市,吉林—黑河（吉黑高速）,17.099
940,G1211,230231,拜泉县,齐齐哈尔市,吉林—黑河（吉黑高速）,1.415
941,G1211,230231,拜泉县,齐齐哈尔市,吉林—黑河（吉黑高速）,8.907
942,S214,230231,拜泉县,齐齐哈尔市,前进—胡吉吐莫,14.477
943,S214,230231,拜泉县,齐齐哈尔市,前进—胡吉吐莫,11.024
944,S214,230231,拜泉县,齐齐哈尔市,前进—胡吉吐莫,0.634
945,S214,230231,拜泉县,齐齐哈尔市,前进—胡吉吐莫,2.171
946,S214,230231,拜泉县,齐齐哈尔市,前进—胡吉吐莫,0.673
947,S214,230231,拜泉县,齐齐哈尔市,前进—胡吉吐莫,33.331
948,G333,230231,拜泉县,齐齐哈尔市,三合—莫力达瓦旗,0.481
949,S214,230231,拜泉县,齐齐哈尔市,前进—胡吉吐莫,2.242
950,S214,230231,拜泉县,齐齐哈尔市,前进—胡吉吐莫,9.849
951,S211,230231,拜泉县,齐齐哈尔市,黑河—双城,28.35
952,S211,230231,拜泉县,齐齐哈尔市,黑河—双城,3.43
953,S211,230231,拜泉县,齐齐哈尔市,黑河—双城,2.456
954,S211,230231,拜泉县,齐齐哈尔市,黑河—双城,5.263
955,S212,230231,拜泉县,齐齐哈尔市,依安—四方台,7.817
956,G202,230231,拜泉县,齐齐哈尔市,黑河—大连,32.244
957,G1211,230231,拜泉县,齐齐哈尔市,吉林—黑河（吉黑高速）,12.396
958,S211,230231,拜泉县,齐齐哈尔市,黑河—双城,0.639
959,S211,230231,拜泉县,齐齐哈尔市,黑河—双城,1.998
960,G333,230281,讷河市,齐齐哈尔市,三合—莫力达瓦旗,22.493
961,G333,230281,讷河市,齐齐哈尔市,三合—莫力达瓦旗,4.101
962,G4512,230281,讷河市,齐齐哈尔市,双辽—嫩江,11.661
963,G4512,230281,讷河市,齐齐哈尔市,双辽—嫩江,34.0
964,S211,230281,讷河市,齐齐哈尔市,黑河—双城,11.611
965,G4512,230281,讷河市,齐齐哈尔市,双辽—嫩江,46.023
966,G333,230281,讷河市,齐齐哈尔市,三合—莫力达瓦旗,4.93
967,G231,230281,讷河市,齐齐哈尔市,嫩江—双辽,4.393
968,G231,230281,讷河市,齐齐哈尔市,嫩江—双辽,0.724
969,G231,230281,讷河市,齐齐哈尔市,嫩江—双辽,54.874
970,G333,230281,讷河市,齐齐哈尔市,三合—莫力达瓦旗,9.808
971,G333,230281,讷河市,齐齐哈尔市,三合—莫力达瓦旗,1.831
972,G231,230281,讷河市,齐齐哈尔市,嫩江—双辽,3.263
973,G231,230281,讷河市,齐齐哈尔市,嫩江—双辽,27.889
974,G231,230281,讷河市,齐齐哈尔市,嫩江—双辽,2.493
975,G333,230281,讷河市,齐齐哈尔市,三合—莫力达瓦旗,30.172
976,S211,230281,讷河市,齐齐哈尔市,黑河—双城,1.416
977,S211,230281,讷河市,齐齐哈尔市,黑河—双城,1.553
978,S211,230281,讷河市,齐齐哈尔市,黑河—双城,15.806
979,S211,230281,讷河市,齐齐哈尔市,黑河—双城,4.4
980,S211,230281,讷河市,齐齐哈尔市,黑河—双城,3.811
981,S211,230281,讷河市,齐齐哈尔市,黑河—双城,5.971
982,S211,230281,讷河市,齐齐哈尔市,黑河—双城,1.683
983,S304,230281,讷河市,齐齐哈尔市,绥棱—拉哈,1.831
984,S304,230281,讷河市,齐齐哈尔市,绥棱—拉哈,16.175
985,S303,230281,讷河市,齐齐哈尔市,长水河农场—讷河,18.293
986,S211,230281,讷河市,齐齐哈尔市,黑河—双城,15.821
987,S303,230281,讷河市,齐齐哈尔市,长水河农场—讷河,6.772
988,S211,230281,讷河市,齐齐哈尔市,黑河—双城,0.036
989,S211,230281,讷河市,齐齐哈尔市,黑河—双城,7.374
990,S303,230281,讷河市,齐齐哈尔市,长水河农场—讷河,22.58
991,G333,230281,讷河市,齐齐哈尔市,三合—莫力达瓦旗,3.263
992,S211,230281,讷河市,齐齐哈尔市,黑河—双城,22.58
993,S304,230281,讷河市,齐齐哈尔市,绥棱—拉哈,4.847
994,S304,230281,讷河市,齐齐哈尔市,绥棱—拉哈,26.673
995,S11,230301,市辖区,鸡西市,建三江—鸡西,18.37
996,G331,230302,鸡冠区,鸡西市,丹东—阿勒泰,3.586
997,G331,230302,鸡冠区,鸡西市,丹东—阿勒泰,6.381
998,G331,230302,鸡冠区,鸡西市,丹东—阿勒泰,5.413
999,S314,230302,鸡冠区,鸡西市,虎林—鸡西,2.134
1000,S314,230302,鸡冠区,鸡西市,虎林—鸡西,2.447
1001,S314,230302,鸡冠区,鸡西市,虎林—鸡西,4.149
1002,S314,230302,鸡冠区,鸡西市,虎林—鸡西,1.428
1003,G331,230302,鸡冠区,鸡西市,丹东—阿勒泰,0.845
1004,G331,230302,鸡冠区,鸡西市,丹东—阿勒泰,1.212
1005,G331,230302,鸡冠区,鸡西市,丹东—阿勒泰,4.158
1006,G331,230302,鸡冠区,鸡西市,丹东—阿勒泰,3.654
1007,G331,230303,恒山区,鸡西市,丹东—阿勒泰,11.912
1008,G201,230304,滴道区,鸡西市,鹤岗—大连,8.256
1009,G331,230304,滴道区,鸡西市,丹东—阿勒泰,0.357
1010,G201,230304,滴道区,鸡西市,鹤岗—大连,9.3
1011,G201,230304,滴道区,鸡西市,鹤岗—大连,3.7
1012,G11,230304,滴道区,鸡西市,鹤岗—大连（鹤大高速）,23.014
1013,G201,230304,滴道区,鸡西市,鹤岗—大连,2.245
1014,G331,230304,滴道区,鸡西市,丹东—阿勒泰,0.81
1015,G331,230305,梨树区,鸡西市,丹东—阿勒泰,33.302
1016,S314,230306,城子河区,鸡西市,虎林—鸡西,0.452
1017,G201,230306,城子河区,鸡西市,鹤岗—大连,2.659
1018,S314,230306,城子河区,鸡西市,虎林—鸡西,1.992
1019,G331,230306,城子河区,鸡西市,丹东—阿勒泰,1.992
1020,G331,230306,城子河区,鸡西市,丹东—阿勒泰,0.431
1021,S314,230306,城子河区,鸡西市,虎林—鸡西,3.841
1022,G331,230306,城子河区,鸡西市,丹东—阿勒泰,1.598
1023,S314,230306,城子河区,鸡西市,虎林—鸡西,1.372
1024,S314,230306,城子河区,鸡西市,虎林—鸡西,2.159
1025,S314,230306,城子河区,鸡西市,虎林—鸡西,1.169
1026,G331,230306,城子河区,鸡西市,丹东—阿勒泰,2.659
1027,G331,230306,城子河区,鸡西市,丹东—阿勒泰,10.578
1028,G201,230306,城子河区,鸡西市,鹤岗—大连,10.578
1029,G201,230306,城子河区,鸡西市,鹤岗—大连,2.551
1030,G201,230306,城子河区,鸡西市,鹤岗—大连,13.815
1031,G201,230307,麻山区,鸡西市,鹤岗—大连,3.0
1032,G201,230307,麻山区,鸡西市,鹤岗—大连,0.934
1033,G11,230307,麻山区,鸡西市,鹤岗—大连（鹤大高速）,5.315
1034,G201,230307,麻山区,鸡西市,鹤岗—大连,8.669
1035,G11,230307,麻山区,鸡西市,鹤岗—大连（鹤大高速）,6.525
1036,G201,230307,麻山区,鸡西市,鹤岗—大连,13.007
1037,G11,230307,麻山区,鸡西市,鹤岗—大连（鹤大高速）,6.242
1038,G11,230307,麻山区,鸡西市,鹤岗—大连（鹤大高速）,14.715
1039,S314,230321,鸡东县,鸡西市,虎林—鸡西,2.179
1040,G331,230321,鸡东县,鸡西市,丹东—阿勒泰,8.103
1041,S314,230321,鸡东县,鸡西市,虎林—鸡西,6.695
1042,G201,230321,鸡东县,鸡西市,鹤岗—大连,16.301
1043,G201,230321,鸡东县,鸡西市,鹤岗—大连,2.8
1044,G331,230321,鸡东县,鸡西市,丹东—阿勒泰,6.408
1045,G201,230321,鸡东县,鸡西市,鹤岗—大连,5.162
1046,G331,230321,鸡东县,鸡西市,丹东—阿勒泰,29.597
1047,G331,230321,鸡东县,鸡西市,丹东—阿勒泰,0.332
1048,S314,230321,鸡东县,鸡西市,虎林—鸡西,44.981
1049,G11,230321,鸡东县,鸡西市,鹤岗—大连（鹤大高速）,19.362
1050,S314,230321,鸡东县,鸡西市,虎林—鸡西,8.103
1051,S11,230321,鸡东县,鸡西市,建三江—鸡西,36.973
1052,S314,230321,鸡东县,鸡西市,虎林—鸡西,1.074
1053,G11,230321,鸡东县,鸡西市,鹤岗—大连（鹤大高速）,18.226
1054,G331,230321,鸡东县,鸡西市,丹东—阿勒泰,1.074
1055,S201,230381,虎林市,鸡西市,珍宝岛—当壁镇,2.46
1056,S11,230381,虎林市,鸡西市,建三江—鸡西,10.031
1057,G331,230381,虎林市,鸡西市,丹东—阿勒泰,57.184
1058,S201,230381,虎林市,鸡西市,珍宝岛—当壁镇,37.817
1059,S201,230381,虎林市,鸡西市,珍宝岛—当壁镇,15.016
1060,S201,230381,虎林市,鸡西市,珍宝岛—当壁镇,19.685
1061,S11,230381,虎林市,鸡西市,建三江—鸡西,56.125
1062,S201,230381,虎林市,鸡西市,珍宝岛—当壁镇,12.194
1063,S201,230381,虎林市,鸡西市,珍宝岛—当壁镇,42.06
1064,S314,230381,虎林市,鸡西市,虎林—鸡西,12.722
1065,S519,230381,虎林市,鸡西市,八五零农场—云山农场,2.111
1066,S519,230381,虎林市,鸡西市,八五零农场—云山农场,8.903
1067,S519,230381,虎林市,鸡西市,八五零农场—云山农场,3.474
1068,S519,230381,虎林市,鸡西市,八五零农场—云山农场,1.201
1069,S201,230381,虎林市,鸡西市,珍宝岛—当壁镇,17.856
1070,S201,230381,虎林市,鸡西市,珍宝岛—当壁镇,24.513
1071,S201,230381,虎林市,鸡西市,珍宝岛—当壁镇,2.084
1072,S201,230381,虎林市,鸡西市,珍宝岛—当壁镇,20.164
1073,S201,230381,虎林市,鸡西市,珍宝岛—当壁镇,0.986
1074,G331,230381,虎林市,鸡西市,丹东—阿勒泰,68.248
1075,G331,230381,虎林市,鸡西市,丹东—阿勒泰,55.602
1076,G331,230381,虎林市,鸡西市,丹东—阿勒泰,3.949
1077,G331,230381,虎林市,鸡西市,丹东—阿勒泰,1.359
1078,S11,230381,虎林市,鸡西市,建三江—鸡西,34.297
1079,S201,230381,虎林市,鸡西市,珍宝岛—当壁镇,11.983
1080,S519,230381,虎林市,鸡西市,八五零农场—云山农场,8.613
1081,S314,230381,虎林市,鸡西市,虎林—鸡西,10.24
1082,S519,230381,虎林市,鸡西市,八五零农场—云山农场,1.621
1083,S201,230381,虎林市,鸡西市,珍宝岛—当壁镇,0.845
1084,S314,230381,虎林市,鸡西市,虎林—鸡西,18.033
1085,S314,230381,虎林市,鸡西市,虎林—鸡西,3.119
1086,S201,230381,虎林市,鸡西市,珍宝岛—当壁镇,7.588
1087,S201,230381,虎林市,鸡西市,珍宝岛—当壁镇,13.448
1088,S314,230381,虎林市,鸡西市,虎林—鸡西,1.401
1089,S201,230381,虎林市,鸡西市,珍宝岛—当壁镇,3.949
1090,G331,230381,虎林市,鸡西市,丹东—阿勒泰,10.474
1091,G331,230381,虎林市,鸡西市,丹东—阿勒泰,7.168
1092,S314,230382,密山市,鸡西市,虎林—鸡西,40.017
1093,S16,230382,密山市,鸡西市,依兰—兴凯湖,41.395
1094,G331,230382,密山市,鸡西市,丹东—阿勒泰,27.568
1095,G331,230382,密山市,鸡西市,丹东—阿勒泰,2.2
1096,G331,230382,密山市,鸡西市,丹东—阿勒泰,1.446
1097,S314,230382,密山市,鸡西市,虎林—鸡西,5.685
1098,S202,230382,密山市,鸡西市,名山—兴凯湖,2.202
1099,S314,230382,密山市,鸡西市,虎林—鸡西,46.178
1100,S202,230382,密山市,鸡西市,名山—兴凯湖,32.032
1101,S11,230382,密山市,鸡西市,建三江—鸡西,71.102
1102,G501,230382,密山市,鸡西市,集贤—当壁,24.148
1103,S201,230382,密山市,鸡西市,珍宝岛—当壁镇,31.394
1104,G501,230382,密山市,鸡西市,集贤—当壁,10.22
1105,G501,230382,密山市,鸡西市,集贤—当壁,1.446
1106,G501,230382,密山市,鸡西市,集贤—当壁,14.502
1107,G501,230382,密山市,鸡西市,集贤—当壁,16.826
1108,G331,230382,密山市,鸡西市,丹东—阿勒泰,9.847
1109,G331,230382,密山市,鸡西市,丹东—阿勒泰,16.826
1110,S201,230382,密山市,鸡西市,珍宝岛—当壁镇,32.121
1111,S201,230382,密山市,鸡西市,珍宝岛—当壁镇,3.014
1112,S202,230382,密山市,鸡西市,名山—兴凯湖,0.361
1113,S202,230382,密山市,鸡西市,名山—兴凯湖,4.826
1114,S201,230382,密山市,鸡西市,珍宝岛—当壁镇,27.38
1115,S202,230382,密山市,鸡西市,名山—兴凯湖,47.064
1116,S202,230382,密山市,鸡西市,名山—兴凯湖,3.0
1117,S202,230382,密山市,鸡西市,名山—兴凯湖,2.508
1118,S202,230382,密山市,鸡西市,名山—兴凯湖,2.63
1119,S202,230382,密山市,鸡西市,名山—兴凯湖,1.505
1120,S202,230382,密山市,鸡西市,名山—兴凯湖,5.685
1121,G501,230382,密山市,鸡西市,集贤—当壁,16.224
1122,G331,230382,密山市,鸡西市,丹东—阿勒泰,14.502
1123,S201,230382,密山市,鸡西市,珍宝岛—当壁镇,11.67
1124,G332,230401,市辖区,鹤岗市,萝北—额布都格,27.891
1125,G11,230401,市辖区,鹤岗市,鹤岗—大连（鹤大高速）,10.261
1126,G332,230401,市辖区,鹤岗市,萝北—额布都格,9.838
1127,G201,230406,东山区,鹤岗市,鹤岗—大连,2.975
1128,G11,230406,东山区,鹤岗市,鹤岗—大连（鹤大高速）,6.115
1129,G11,230406,东山区,鹤岗市,鹤岗—大连（鹤大高速）,12.148
1130,G201,230406,东山区,鹤岗市,鹤岗—大连,3.787
1131,G201,230406,东山区,鹤岗市,鹤岗—大连,15.18
1132,G201,230406,东山区,鹤岗市,鹤岗—大连,3.858
1133,G201,230406,东山区,鹤岗市,鹤岗—大连,2.25
1134,G201,230406,东山区,鹤岗市,鹤岗—大连,0.805
1135,G201,230406,东山区,鹤岗市,鹤岗—大连,1.819
1136,G332,230406,东山区,鹤岗市,萝北—额布都格,4.072
1137,G332,230406,东山区,鹤岗市,萝北—额布都格,6.115
1138,G332,230406,东山区,鹤岗市,萝北—额布都格,17.145
1139,G332,230406,东山区,鹤岗市,萝北—额布都格,1.314
1140,S204,230406,东山区,鹤岗市,四季屯—鹤岗,0.577
1141,S204,230406,东山区,鹤岗市,四季屯—鹤岗,2.127
1142,S204,230406,东山区,鹤岗市,四季屯—鹤岗,16.188
1143,S204,230406,东山区,鹤岗市,四季屯—鹤岗,35.309
1144,S204,230406,东山区,鹤岗市,四季屯—鹤岗,4.241
1145,S204,230406,东山区,鹤岗市,四季屯—鹤岗,14.919
1146,S308,230406,东山区,鹤岗市,小佳河—亮子河,0.805
1147,G331,230421,萝北县,鹤岗市,丹东—阿勒泰,33.411
1148,S202,230421,萝北县,鹤岗市,名山—兴凯湖,3.011
1149,G331,230421,萝北县,鹤岗市,丹东—阿勒泰,12.779
1150,G332,230421,萝北县,鹤岗市,萝北—额布都格,1.037
1151,S202,230421,萝北县,鹤岗市,名山—兴凯湖,7.575
